1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;
1498;4688.05;4519.95;4807.6;1715.9;8049.95;5226.5;4529.15;312.75;3387.45;6006.3;6959.4;3217.75;8947.9;10691.8;4626;2145.35;2958;2392.15;8501;2791.7;4747.4;4778.55;5447.35;1389.6;5404.35;1968.1;6457.5;1545.15;5305.2;4589.75;6858.9;7966.1;7983.35;3585.15;1570.05;176.5;4379.45;5003.95;4397.55;6005.1;12323.35;3619.05;3296.75;8197.25;10645.3;5121.7;1249.4;1921.95;2369.8;7092.15;2787.05;4437.1;730.3;1095.35;1117.55;1201.9;5364.75;10243.05;1549.75;4018.85;8216.7;4445.15;8942.5;7034.7;5020.45;3220.2;1426.2;5281;4820.05;697.1;4747.05;2786.45;5896.95;5228;10654.7;6586.35;6641.55;2662.55;2991.15;1114.55;4407.95;5991.6;8214.1;3292.95;7360.6;2288.5;1977.9;5329.1;5610.1;8765.1;5103.9;3056.7;4541.2;3758.9;2304.5;10821.5;4159.5;3301;2157.5;1365;3425.8;6759.8;1796;1975.3;7465.4;4034.85;5707.5;4774.5;1384.9;3349.25;3412.4;6095.1;6483.5;4603.502632
1663.05;4629.85;3562.55;3463.55;1071.2;8012.05;4814.5;4435.35;286.4;3500;8338.25;9103.55;5880.55;10963.7;5071.8;4159.15;1355.7;4652.1;3044.65;8416.5;3835.75;4218.1;4357.75;6642.85;1231.3;3890.25;1832.8;5773.5;2123.05;6776.9;8907.8;3957.8;4950.05;6976.9;3223.95;2912.6;278.5;3520.25;4323.9;7236.5;4580.3;9359.35;1978.9;4755.3;6467.85;7306.8;2861.45;1287.3;2729.95;3097.95;7644.7;3938.3;4270.45;1890.25;835.65;675.15;2077.85;4278.9;6867.25;1309;2106.85;5823.7;6804.85;6116.15;10125.7;3210.55;3015.7;1219.95;5480.2;4676.45;2674.95;5198.65;2396.2;8350.2;9139.65;11222.1;9455.6;6141.65;5327.85;3589.3;2629.15;3356.05;7034;4280;3020.8;5725.6;4156.4;2961.3;3004;6305.5;8820.2;6848.4;3304.4;5766.2;1891.9;3398;4720;1706.5;1974.5;3922;1583.5;2877.65;5062;2634.5;3397.15;19202.2;4387.85;7309.5;3663.7;3420.2;2234.45;4478.3;4822.7;5995.15;4645.417544
4299.25;1980.65;2210;4659.55;1546.25;6839.45;3694.2;7301.2;384.55;4117.5;5239.55;6483.15;6866.85;7333.85;4399.2;2871.55;1209.5;4467.15;3083.45;6957.65;3574.2;3555.35;5366.25;7530.35;1801.05;3070.45;2385.55;7533.3;2581.45;4992.3;8758.45;5595.05;2545.5;6201.85;3897;1437.35;303.45;3084.7;4015.6;7371.2;4297.6;5671.45;1098.2;3496.35;3278.85;9948.85;4463.95;2032.5;2158.1;1817.15;5166.05;3723.65;3966.7;1422.6;1234.55;584.15;3571;2807.45;6062;4915.8;2646.65;5874.3;7521;7281.9;14070.85;2214.55;2439.1;1085.2;7362.3;3889.8;3343.5;6802.75;1430.6;5632;10860.15;13045.2;5909.1;2647.9;8656.85;2752.9;3964.75;2986.5;3523.7;6872.7;7215.55;8020.45;4594.9;3236.7;2143.4;4068.7;9260.8;10686.1;3265.1;5454.2;2035.8;2642.5;2230;1222;2604.5;2535.5;1960.5;2491;3152;2736;5332.15;10925.1;4955.05;5673;3547.25;4104.05;2455.8;5779.1;3652;4772.35;4463.400439
4215.8;1200.2;1307.85;5877.55;2495.9;10020.8;2520;5420.15;408.45;3026.2;6530.8;4211.15;3756.3;3487.65;4079.55;2307.85;1094.75;6470.65;1289.15;5757.9;3738.25;2215.95;3863.9;6265.35;972;1895.9;4593.15;5081.95;3988.25;3270.8;3202.45;9678.45;3045.8;3369.2;2656.55;1154.55;869.65;3591.75;2491.45;4334;2607.25;4001.55;739.65;5943.1;1671;10286.85;8697.7;1469.95;2577.85;1081.5;3227.05;6687.4;3880.4;2409.8;2497.75;886.85;2483.75;2735.8;10215.45;7530.95;2485.85;4536.45;3767.7;8722.4;15792.25;4021.8;2668.75;2165.8;8477.35;3296;1800.15;3744.05;3200.75;7097.3;17834.15;10552.7;3810.85;2464.5;6273.6;1473.55;1744.55;2560.55;6052.15;8998.6;5484;6382.6;4974.7;3246.4;1864.9;3361.9;5617.6;7762.6;4259.1;3492.1;2377.6;2197.5;1891.5;1162.5;3201.5;1856;2344;7322.7;5981.9;1563.5;4357.05;7021.65;8048.85;4517;2368.9;3013.25;1589.75;3968;2897.2;7183.4;4230.184649
2867.45;1311.7;1913.1;4973.15;2787.1;11314.7;2480.65;5105.25;309.35;1881.65;6194.25;6804.45;2185.75;4357.4;3327.9;1762.25;1226.55;6509.1;805.4;5300.9;4072.15;1832.65;6658.75;4648.75;1227.85;1891.6;4259.5;6270.5;4053.1;4295.45;1426.5;12114.6;4498.7;2500.65;1645.05;790.2;1079.85;2371.25;2427.4;4957.35;2121.05;2639.05;438.75;7702.4;1238.75;9018.95;4564.5;1917.5;2560.85;915.65;2377.6;6248.9;4063.55;1472.35;2867.55;873.15;2444.6;8610.1;9018.25;2971.55;1966.9;3658.3;2871.4;13258.6;16404.5;3761.95;1713.2;4804;12095.2;4380.7;2072.65;2076.25;2021.6;6023.45;13533.5;6740.4;4080.05;2872.85;6140.8;1021.2;1091.7;3593.9;8123.8;4509.5;3068.95;3804.25;5102;1340.7;5066;8127.6;4345.2;2996;5268.2;5638;1841;2043.5;2328.5;871;3491.5;2726.5;3072;9287.4;6791;778.5;2747.95;6938.05;8773.15;3800.5;1922.05;6164.95;2647.9;2528.7;1579.7;6067.95;4127.017982
3175.95;4761.3;6102.9;3790.75;4631.35;9738.35;2401.15;5692.65;331.6;1407.5;7036.45;7065.35;1800.4;3410.2;2908.85;1829.95;973.2;6629.4;987;3024.6;2822.65;1508.25;4892.95;4732.95;2661.85;1879.75;2456.4;5190.4;3347.8;3655.35;1294.05;11671.55;7536.95;4377.5;1734.05;453.6;1665.5;1644.2;1904.45;4360.55;2070;3888.35;544.4;8283;1454.9;8505.25;2161.65;1857.95;3698.5;4100.85;2115.4;6192.75;2418.8;1056.15;1925;999.7;2360.6;15532.85;7297.25;1622;2696;6601.5;2959.1;9968.6;8235.5;3507.05;1587.3;4752.4;11913.95;9220.6;2661.45;5296.75;2235.95;4257.85;10794.75;4196.25;8637.25;2916.95;10614.15;3253.75;1256.8;2389.2;5817;3792;3395.95;11631.4;4591.9;1148.7;2783.2;5785;3761.3;1668.4;3245.2;5898.1;3459.1;1312;2020;1182.5;3020;3106;1909.5;8451.6;7746.8;1010;1823.75;6130.3;5422.55;2135;2046.2;4278.35;6547.05;2216.65;1579.25;5023.1;4118.122368
3327.6;5211.95;3460.55;5241.45;5398.75;5320.75;1931.75;5652.45;364.3;1117.95;5226.15;4847.7;1584.9;6223.85;3727.15;3806.1;737.85;5016.4;1347.75;2563.75;2069.85;1544.25;2985.95;8213.5;1596.5;3565.4;3747.35;3954.3;4019.7;2793.25;1208.75;7932.5;14221.4;7802.2;4731.2;468.05;1670.5;2231.15;1726.65;5538.6;2527.95;3564.6;358.1;6655.15;845.7;4572.45;1881.25;3393.35;2912.9;6487.05;1654.15;5921.75;1633.75;2106.9;1250.75;1502.9;1738.05;9936.6;7150.1;960.05;2686.15;8332.35;2536.85;6330.45;3933.3;3758.05;2450.75;7414.75;10036.05;5342.45;2542.35;7859.05;5673.45;6625.4;10486.6;3874.75;11709.75;6790.25;10690.05;2493.1;1687.15;1594.75;4143.4;3516.1;2489.9;7324.35;3719.8;978.2;5737.1;4379.9;2939.1;1466.8;1710.1;6366.8;5432.3;1142;1117;2472.5;2967.5;3062.5;3629.5;5181.8;5356.9;2535;2043.95;3684.35;7260.95;1730.5;3693.1;2250.6;5555.45;1423.85;1884.85;6024.35;4028.525877
4173.3;3402.4;1921.1;9654;4583.55;4356.35;1537.15;3651.85;554;985.2;3915.45;3068.05;4063.3;7476.25;4127.8;4698.55;887.35;5999.45;1013.9;3330.7;2234.4;3838.8;2273.7;7297.7;915.1;3165.85;4099.35;3867.45;4788.25;1991.75;953.1;5062.55;14348;6047.6;2401.55;1051.4;891.8;1874.85;1485.85;3185.55;2114.25;3217.55;452.4;6098.9;646.55;3242.95;1549.8;3610.15;3812;5713.3;1651.25;5359.65;977.45;2236.8;1747.6;2093.75;3114.2;6810.4;7840.4;910.25;2320.7;5333.1;6758.45;9588.05;6268.8;2975.85;6546.15;6773.55;6038.05;3250.05;5186.5;4973.05;3024.2;7293.85;7584.9;8606.35;8658.25;7467.25;7383.4;1428.05;1919.25;1070.5;2545.3;3318.9;1498.5;3988.8;2987.6;2807.9;5859.1;3386.8;1801.6;1145.7;3307.3;6107.7;2236.1;1304.5;934.5;2639.5;3344.5;3173;5276;3622.7;6013.7;2125;3279.75;2299.05;12644;1778;9366.75;1393.6;5404.25;2235.15;1440.55;4530.75;3882.620614
2804.45;4566.5;2754.95;6718.95;2911.4;7956.35;2556.65;3970.9;628.05;871.65;4201;2158.5;3113.2;9785.65;6796.8;3249.6;3169.65;2950.4;723.35;6335.2;5578.4;4636.3;2975.95;4995.65;976.15;2478.1;3565.15;3516.4;4796.55;1348.7;1430.8;4547;12532.8;4446.75;1393.15;794;1123.35;2188.2;1143.3;1605.35;3192.05;4834.2;771.65;4186.7;593.05;2358.4;1363.65;3730.1;3916.3;5463.25;3607;5064.85;1116.45;1480.6;3741.95;3044.4;5992.8;3737.1;7201.9;1110.85;2307.3;3036.5;7846.25;12356.05;6179.6;2924.7;6772.8;4250.1;5164.55;1926;3820.5;5312.1;1719.45;6539.55;7241.3;7183.25;4501.7;4365.75;5594.5;1644.05;2261.95;1679.6;2124.3;3578.85;1092.35;2583;2011.2;3263.3;4352.7;7641.1;1026.5;1872;3282.3;6314.5;1321;955;1816.5;2419.5;3915;3376.5;4572;1878.65;4820.9;7953.5;3519.15;1677.2;6371.65;1997;6892.55;1450.25;2399.4;2501.6;1019.9;3889.35;3678.234649
1609.35;3384.5;6305.15;5934.35;2031.15;8878.15;5266.3;3201.4;434.1;859.15;4936.3;1376.95;2666.1;10487.9;7121.15;1879.35;3037.15;2394.2;608.25;5327.9;5839.6;6516;4394.8;3657.35;1221.9;1618;3806.05;5146.5;3662.6;1420.65;6086;4091.5;9889.85;3843.95;1111.35;467.2;1251.75;2188.2;1151.35;1106.4;3348.8;2841.8;2498.35;5434.4;1742.5;1691.5;2188.55;5064.25;6342.2;3503.2;8087.65;5821.5;4768.75;1127.45;6198.75;4347.2;10644;2722.45;11443.95;789.45;1823.45;2384.1;4408.4;9955.75;7098.6;3182.7;5269;3868;5347.2;1622.15;2098.4;4049.95;735.3;6819.4;7771.45;3833.95;4441.1;4243.85;5863.25;890.25;3353.9;2419.1;1493.4;3692.95;2412.85;3237.65;1518;1334.6;3105.5;9882.5;1025.3;2133.7;3355.3;6786.7;2052.5;924;2406.5;1242;4054.5;3494;2822;2952.5;4376.8;3691;2600;1594.6;3824.4;3906;7771.1;4344.3;2010.85;3617;1923.9;2722.8;3777.236842
1020.45;3812.3;9623.35;3390.85;2464.4;10169.4;8130;3279.45;950.25;671.95;4898.15;1047;3483.65;7567.65;6103.4;1496.75;3265.75;1599.35;922;4620.9;4656.8;9988.55;2870.75;2724.3;1805.05;1572.2;2162.05;5289.6;3518.15;3089.15;7166.3;7993.55;6905.15;5567.65;861.85;346.8;1662.85;3445.05;1770.9;2019.05;5366;3976.5;1470.35;4239.25;3516.7;1246.25;1960.7;5054.55;5251.45;5055.75;8316.35;6694.4;9041.2;1862.3;9193.8;4156.75;7974.1;4279.65;9893.55;806.45;1310.7;1444.3;2752.7;12892.35;4168.8;3614.9;4456;3192.85;2919.15;895.9;1286.45;4024.45;1087.1;4788.55;3072.55;2434.85;3867;5360.6;5723.75;638.55;3488.45;1772.9;1163.1;3108.45;2207.65;3433.25;917.5;3313.4;2555.8;10136.7;1786.6;1897.2;8422;4596.9;3613.8;1071;3174.5;1611;2635.5;2466.5;4190.5;5309.4;5045.8;1432;4787.2;6241.8;2002.85;5351.5;4999.25;7705.25;3030.8;3268.7;3352.75;2506.65;3910.675
1113.85;3128.15;7670.45;2174.4;4372.1;10160.45;10210.95;3020.8;1482.9;2609;4273.15;1073.3;1974.6;6201.45;5146.45;4904.05;3487.5;3094.6;1373.55;8186.6;4218;6486.4;2926.2;3005.35;1417.75;2746.35;2638.3;3222.35;2612.7;3252.35;7096.1;7514.25;3729.6;2444.75;949.65;590;2130.25;3143.9;1771.6;2421.05;3504.75;3575.15;2314.95;3661.5;4636.95;2800.05;2398.95;1906.45;7821.55;6494;5629;6088.65;7894.55;5065.15;7987.4;3334.15;9640.85;6185.2;7576.6;1257.05;1212.65;2017.55;3091.1;12897.3;5010.9;2501.35;6274.75;3786.25;3758.2;1582.5;1714.3;2576.9;4538.7;4459.6;1469;1450.3;5312.15;2855.5;5100.05;1127.45;3607.9;4155.7;1043.5;3104.8;818.8;1749.95;1293.3;2875.9;2589;8188.8;3479.3;2814.8;7388.5;6930.2;3634.9;1838;7516;1562.5;1667.5;2241.5;5855;5537.45;4228.4;1254;2294.6;11320;1697.25;3904;9153.8;6586.45;4497.8;2144.15;6014.6;2030.35;4013.186842
2708.3;2933;4624.05;2581.2;4266.95;9365.95;8326.3;2449.85;1115.15;4949.3;7332.1;2704.4;1907.3;6940.95;5091.4;4608.5;4542.45;3606.7;2284.05;10564.5;5002.5;3758.85;5202.35;5923.35;1695.5;3483.7;3475.45;1785;5748.5;2586.55;5874.25;4704.3;3246;2681.55;1887.95;714.75;3382.9;3241.95;2650.3;4283.15;4137.35;4592.6;1817.3;2862.95;6115.15;8062;4698.95;4445;7399.2;5974.2;4852;5966.05;7388.8;8606.6;4958.4;2520.55;12427.75;7184.2;6714.6;2033;1582.45;2068.65;4516.15;11471.8;7032.75;5063.85;8632.25;2251.15;5082.15;7202.05;2015.75;1932.7;6161.35;6745;1814;3278.65;8779.35;4307.85;4136.05;3436.25;7752;4778.3;2151.6;2858.7;715.1;5069.4;1923.3;4784.3;1319.9;6213.1;3592.3;10954;4119.1;10998.2;1757.2;1591;5479;1644.5;3209;2733.5;8805;5633.8;4040.6;1964;8296.75;6419.4;3107.3;2748;7829.85;3213.9;3400;2427.35;6146.75;1315.3;4592.014035
3162.8;3538.35;4793.75;3395.7;3036.5;6833.15;5544.35;3599.75;852.3;10154.95;4676.9;5498.65;5108.75;4485.1;4560.05;3156.8;8291.65;6757.9;7089.4;11674.15;9691.3;2684.35;3276.8;5329.2;3804.4;2496.9;5068.95;2950.1;8361.75;1894.85;4389.55;3367.25;4077.1;2567.35;3495.45;1472.8;4635.85;3233.75;6488.55;9555.1;3497.75;4062.25;1276.75;2510.85;7790.05;8618.05;2989.4;10513.75;5629.5;3439.05;4831.5;8234.8;8168.85;6070.95;6246;1518.2;8263.3;5904.1;5885.65;3186.05;2302.45;1631.7;2808.2;10752.65;5408.85;7675.1;8512.35;1220.75;4604.8;2292.1;7997.65;2492.35;5415.5;6523.4;9123;9177.65;6919.75;5539.35;3723.95;7306.3;7361;5484.2;1754.6;2976.4;2742.55;3094.3;1721.7;4354.6;1240.5;6488.4;1410.6;9084.9;2503.2;11336.3;3041.2;1851;4426.5;1762;6100;1663;5617.5;4983.7;3024.5;2881;5727.75;4639.85;5515.7;1751.5;5274.35;3637.9;2160.85;2347.75;3656.25;1243;4806.802632
3378.65;3036.35;4596.05;2122.4;2844.8;10066.3;3730.4;3786.95;893.15;11535.1;6009.6;7936.4;9698.4;3796.3;4217.5;2253.65;8499.4;9044.3;6883.85;9248.35;10387.25;2281.95;1855.25;5939.75;3642.1;2138.6;3638.75;6686.95;6152.6;3017;4041.85;4097.75;3286;3046.05;2027.7;4716.2;2772.15;4618.65;5866.35;8427.25;7428.95;2773.25;1105.95;3036.75;11574.4;7470.1;1191.85;10539.8;3388.45;4159.35;6224.9;8169.4;8396.55;1914.95;8076.5;3032.15;5675.55;3159.25;6371.45;4460.5;2094.15;3702.35;1341.85;11061.15;4205.95;3985.4;8085.75;1757.55;2210.45;4063.8;12444.4;8165.25;2322.55;5776.95;7766;10489.45;3593.25;6581.25;4959.85;6286.3;5826.95;6839.55;1017.5;4632.4;4663.55;1894.7;5866.3;3922.7;3280.2;4884.9;997.2;6075.9;8409.2;7917.9;1283.5;2851;4954.5;1456.5;6852;1206;6229.5;3135.8;3356.1;2140.5;5203.4;11181.1;7847.15;1020.5;3508.9;8061.7;2945.1;1673.6;2215.15;1038.55;4961.85307
2015.5;1707.65;8739.65;1306.55;5566.8;7669.95;4710.05;4262.3;1052.25;8717.45;5924.8;5450.55;8732.15;2950.95;4076.8;1342.2;6216.75;9337.05;4728.7;7620.4;10756.25;1702.95;1847.5;8107;5097.6;2979.7;6322.35;8963.05;3365.75;1857.35;2773.15;5524.9;5508.1;5021.4;1991.7;4927.5;1485.45;8897.6;4053.15;5929.15;8549.35;1909.85;2420.45;5275.65;10913.55;6513.75;1152.55;9644.7;7918.8;6660;6182.85;7359.05;9395.05;1296.5;9564.65;3422.65;5387.5;5759.75;9140.7;4850.3;1118.35;2900.05;1163.55;7797.55;3866.45;1781.15;6712.05;1687.3;7973.4;2037;13532.8;6334.45;1681.6;5149.9;4167.35;7694.8;1990.35;6576.55;3659.5;3397.3;3470.05;6091.35;1000.75;3511.8;5105.6;3508.2;6917.1;3391.6;6725.4;4602.9;3310.8;3976.7;10522;13486.7;1631.6;1517.5;7346;2269.5;8310.5;2699.5;8040.5;2008.3;4850.9;14195.5;2939.05;13154.65;9236.7;1123;2471.15;7653.55;4142.45;1241.55;3048.55;1713.9;5166.618421
2403.05;1062.6;8992.95;992.3;7037.4;7572.45;3010.1;1880.45;697.1;4409.55;4077.4;5148.1;4213.3;2694.65;3022.85;749.2;2797.4;5871.95;4269.15;6517.85;14178.55;2227.9;1461.95;5168.5;4973.15;2939.6;11345.7;8862.35;3462.4;1224.65;4527;4348.8;3120.85;3256.5;2358.5;4177;1206.45;7699;3402.95;2726;5584.45;3005.15;6699.95;5617.65;5696.1;7655.8;2778.45;4704.05;6197.4;4662.2;8498.9;6486.35;6365.35;889.55;11933.95;1610.7;3758.85;6177.6;11692.65;2185.75;833.25;4274.15;1533.15;3453.6;3382.15;598.85;2712.9;2005.2;6670.65;2021.4;9325.05;5938.55;871.65;3922.45;6544.3;8330.5;6102.15;3737.85;6067.2;1402.4;2457.15;7076.25;4261.4;1858.5;3089.95;4586.35;3709.8;5268.4;13486.9;4308.6;5177;6053.9;9187.8;16206.5;1545;3936;6675.5;1901.5;8447;4985.5;5342;1946;5126.7;10342.5;2147.25;7304.15;12652.7;3926;6513.35;6010.6;4940.75;896.2;4535;5061.65;4850.699123
2840.75;793.95;4920.1;959.35;4051.55;8574.35;1900.75;1084.75;545.9;3566.15;4469.05;3582.2;2093.35;1312.05;2785;536.95;2938.5;2682.15;3413.3;7227.15;13645.9;2883.25;847.2;4137.75;2125.2;2939.2;11773.35;3275.55;2872.05;876;3152.2;2887.9;1442.65;1789.2;1565.05;2852.15;1061.95;6342.2;2123.65;1815.4;3101.95;6531.1;6399.8;4099.1;8387.2;8936.8;1943.05;3523;7103.35;1989.9;6951;6318.15;9822.1;1354.35;11085.1;2010.7;4408.65;4497.35;8463.65;2368.35;1205.9;3647.1;1109.95;5786.45;4054.7;616.7;1637.85;3325.45;5930.1;2095;7774.15;8491.7;875;6684;6484.35;5615.45;4248.95;2082.8;2708.4;787.85;1984.1;8597.85;4991;1547.9;4559.2;6868;2301.6;4762.6;15070.7;3197.2;5366.7;9004.8;8014.9;12356.1;2344.7;4260;6867.5;1979.5;6033.5;5979.5;3671;1732.6;3549;7429.5;1811.5;5535.35;10980.65;7886.5;7915.3;5218.65;4831.1;848.45;2999.8;3503;4378.432895
1314;747.6;2092.35;1726.5;4370;7070.65;1435.15;985.95;478;3010.45;5146.5;1828.95;1794.65;861.25;4467;469.45;2822.2;1177.8;4419.85;9069.95;9505.85;3422;869.2;4789.05;2409.45;4853;6201.8;2406.25;1558.95;1774.1;3182.5;1547.05;1250.9;1534.6;900.45;2231.75;923.95;4923.25;1249.05;3869.5;1558.15;4622.45;3012.4;2176.85;8234.2;8822.15;927.55;2378.35;6929.55;1231.8;6810.7;6159.45;10931.6;1116.35;11599.15;1752.9;7036.95;4427.2;5768.6;5556.5;2337.45;4878;669.2;8560.6;2347.9;1573.75;4093.9;2495.85;2879.9;4016;10013.55;7579.25;1400.9;10861.85;3104;5357.5;2659.1;7061.5;2555.3;1854.65;2826.3;4995.5;2432.5;2408;7416.3;7501.75;2240;3634.8;11093.5;3315.8;2063.5;7678.7;6544.3;9825;4464.4;3665.5;4545;1898.5;4891;8120;3939.5;1229.8;3038.1;5225;6057.75;7059.05;7782.25;8385.5;7651.45;3026.9;5822.6;723.15;2034.65;2119;4102.622368
852.55;584.85;1651.5;2843.75;3321.2;5329.7;1162.4;792.2;365.45;1868.85;5381;2390.95;1323.7;1016.4;3287.25;508.65;1402.85;981.95;4245.05;5638.6;4487.1;1814.15;1300.5;2478.3;4984.9;3693.55;2753.75;1752.35;1867.5;2557.8;4611.05;1319.2;2404.75;850.6;947.25;1907.7;1535.2;2132.55;978.5;3837.55;867.1;1369.1;1933.35;1676.35;6514.05;3961.75;776.95;1536.85;4339.85;1296.15;8428.75;4494.95;8735.2;942;11909.95;1614.45;4897.2;4201.9;2979.7;8755.85;5588.95;2790.7;594.45;7000.1;1724.35;1004.35;2795.7;5483.5;2242.15;3337.45;8398.4;5526.55;2722;12198.9;3308.85;6237.25;2299;11652.7;2389.9;1692.8;2566.1;5267.25;1453.3;4521.8;3638.8;4884.05;3428.8;3950.8;13020.3;1733.7;1683.1;4412.4;3864.4;7690.3;2188;5128.5;2974.5;2850.5;6179;9583;7292.5;1189.15;2287.4;5153.5;6643.95;6520.6;5553.55;6753.5;5159.3;4699.05;9965.55;367.85;1631.6;1686.95;3678.119737
597.35;458.75;1812.05;2706.25;2084.5;3863.55;844.1;581.3;218.2;5175.3;6667.1;2390.95;880.6;852.85;3719.05;616.6;987;863.7;7834.5;3341.1;1764.8;1625.9;2364.75;1651.7;2278.9;2523.6;1743.7;1957.15;3310.55;1315.85;5114.65;1468.25;4769.65;564.6;786.35;1294.2;2572.8;1741.15;622.25;2403;734.05;1424.3;5240;1400.05;2966.85;1835.65;616;989.8;1920.3;2629.2;5363.95;2744.3;5145.75;778.55;13843.9;729.15;2835.2;3870.1;2724.95;7096;6950.2;1016.15;561.6;7150.45;1048.35;968.5;2163.45;5165.2;3708.2;2737.2;6520.25;3605.55;2524.8;13252.65;4404.35;7230.55;1577.55;9860.2;2654.35;804.35;1747.25;9312.9;867.95;2662.5;6027.15;5160.95;2172.8;4065.2;16031.5;1387.1;1515.2;2681.8;5019.5;5441.8;2423.5;5318.5;1911;2359;4047.5;5439;10022.5;877.85;1759.4;2219;8008.25;3941.9;10051.35;3909;3381.55;4419.9;8211.2;407.45;827.95;1340.05;3352.017544
572.35;393.6;2813.25;2503.55;2098.25;4107.05;934.05;469.85;202.05;3031.15;10910.5;2211.4;684.6;672.9;2861.85;417.4;1324.55;1249.75;8797;1678.25;855.65;2259.2;2269.05;1616.85;973.4;1901.5;1672.7;1218.55;4672.45;1077.1;3211.6;3729.65;5320.3;454.65;799.7;981.55;2449.15;2694.45;536.35;1789.25;497.4;2897;5004.5;1367.65;1661.5;1049.5;429.9;568.65;1407.95;5502.5;1889.9;2217;2297.95;855.05;6580.95;585.55;2376.25;3365.1;1405.65;2555.75;3128.3;801.15;365.15;5624.45;966.15;1850.65;2317.85;2092.15;4073.4;5422.2;5905.4;3991.65;1763.8;10742.6;4199.35;4570.6;742.3;9976.5;1898.6;1082.35;1640.75;10189.9;1146.4;1711.7;8137.3;3256.8;1126;2769.3;10762.3;1126.9;817.6;2001;3843.1;6591.2;6886.7;3635;1209;3448.5;5225;2442;19756;826.95;1735.2;1283;7183.35;2822.7;8400.55;1929.5;2155.8;4281.15;4296.7;302.95;761.9;1036.55;2975.311404
725.05;343.2;3594.65;1588.65;1216.65;8518.4;1177.65;504.5;174.25;2941.25;10820.05;1990.85;607.5;529.55;4553.7;488.7;2236.05;2918.3;3003.55;989.25;829.55;2386.25;1452.25;1467;706.2;1233.25;1458.6;771.35;2276.4;1365.75;3101.05;3941.35;4326.55;422.05;643.6;517.9;2870.8;2694.45;531.35;1888.85;473.65;1367.9;3196.45;1173.45;1158.1;724;408.3;452.55;1404.25;5330.5;1108.15;1143.35;1882.05;840.35;8461.75;812.8;1501.55;1859.7;912.6;1222.05;1975.55;518.8;235.9;3479.35;782.55;1866.35;2324.25;1367.9;3335.85;10324.5;3386.15;3342.75;1595.2;7082.7;2162.6;1985.65;587.4;11858.1;1273.5;1104.05;1296;5102.6;1940.9;1301.9;5310.1;2027.7;713.9;1253.9;5371;879.8;523.2;1756.3;2523;8386.3;4660.5;1735.5;1278.5;2869;2485;1510;19846;721.15;1528;1003;6148.1;7105.55;5330.15;1979.5;1990.35;4651.25;2624.15;873.95;731.9;859.45;2527.600877
660.7;372.95;5943.65;856.45;900.8;11628.3;1059.05;730.35;122.25;1588.9;6789.85;1973.75;521.8;509.2;4266.45;429.85;1905.4;3274.4;1264.55;830.25;661.35;2199.25;908.25;1261.15;528;1349.75;4023.6;598.9;1282.9;1493.1;5058.9;9918.1;3476;392.95;426.25;353.55;4672.55;3215.7;455.35;1181.65;473.2;921.2;2351.7;812.2;889.1;572.95;502;414.4;1162.7;6537.95;1154.4;895.95;2958.4;759.9;9654.15;561.4;2866.75;3379.75;937.6;798.7;1354.4;460.55;271.3;4304.2;734.65;2494.35;1717.3;2696.2;2979.65;6588.9;5200.4;3002.5;2407.6;4271.75;917.65;1414.45;501.9;8309.75;1691.55;758.05;1150.8;3865.6;2042;1499.05;7013.25;2457.95;392;1503.7;3291.6;747.2;461;1965.9;1560.3;14479.3;2679.9;1454;1788;1473.5;1637;1345;15396.5;840.75;1019.2;1445;3202.5;4440.75;5307.25;1629;1549.65;3950.2;2987.1;1487.55;692.1;643.95;2431.282456
476.35;312.45;4487.85;1253.6;687.35;9836.4;820;1168.9;138.2;1228.6;2729.2;1651.5;404.4;410.25;6251.7;448.8;2016.9;2429.05;826.3;754.15;725.75;2210.75;519.05;1025.95;474.6;1384.8;6574.35;529.05;1305.85;1099.85;6606.95;10881.55;4463.15;326.45;405.3;328.8;2625.9;3973.25;713.1;819.7;322.4;1562;1307.8;583.75;870.9;467.3;424.5;370.1;1333.15;6014.5;1306.55;751.1;2490.55;515.35;7187.15;508.05;2692;8749.1;1707;1962.05;988.6;741.35;375.55;5231.3;914.15;1427.35;4470.2;2766.3;3163.1;3456.45;5489.5;2749.75;2362.75;2463.25;842.7;1241.35;394.45;3825;1320.8;558.55;685.1;7540.2;2922;1800.65;7570.8;2244.05;255.5;1859.4;2946.2;867.6;534.4;1074.4;1212.9;13211.3;2970;1308;934.5;970;1508.5;1114;10862;2728.6;548;3113;3068.75;2212.9;7259.25;1272.5;1060.15;3798.7;1972.2;1052.35;584.65;588.85;2323.554825
