//	APORTES	HIDRAULICOS	SEMANALES	1909-2024											
//	SE	GRABA	UN	ARCHIVO	DATOS.TXT	CON:	GUARDAR	COMO	----	TEXTO	CON	FORMATO	(DELIMITADO	POR	TABULACIONES)
//	LAS	CRONICAS	DEBEN	ESTAR	COMPLETAS	SI	SE	QUIERE	USAR	PARA	SERIES	HISTORICAS			
ID_ESTIMACION	2025Ab														
DURACION_PASO	SEMANA														
CANTIDAD_MAX_PASOS_ANUALES	52														
CANTIDAD_DE_CRONICAS	116														
CRONICA	PASO	APORTE-BONETE	APORTE-PALMAR	APORTE-SALTO	CMgBrasil-Sur	ENSO34									
2003	45	261.4	105.6	3642	1.36099	0.39									
2003	46	484.1	703.4	2472	1.36099	0.39									
2003	47	1940.3	1006.4	7880	1.36099	0.39									
2003	48	962.7	103.8	7188	1.58015	0.39									
2003	49	438.2	80.2	4323	1.58015	0.32									
2003	50	219.7	56.3	5388	1.58015	0.32									
2003	51	435.6	40.7	14803	1.58015	0.32									
2003	52	298	0	18542	1.58015	0.32									
2004	1	307	49	10850	0.89005	0.26									
2004	2	107	23	4940	0.89005	0.26									
2004	3	66	22	3120	0.89005	0.26									
2004	4	56	46	2477	0.89005	0.26									
2004	5	29	0	2355	0.89005	0.26									
2004	6	114	0	1928	0.55175	0.17									
2004	7	0	0	1797	0.55175	0.17									
2004	8	115	0	1218	0.55175	0.17									
2004	9	36	0	1249	0.55175	0.17									
2004	10	70	0	891	1.02501	-0.1									
2004	11	0	0	853	1.02501	-0.1									
2004	12	4	0	875	1.02501	-0.1									
2004	13	21	0	598	1.02501	-0.1									
2004	14	0	0	709	0.35155	-0.1									
2004	15	73	2	822	0.35155	0.06									
2004	16	181	141	797	0.35155	0.06									
2004	17	349	186	1718	0.35155	0.06									
2004	18	433	265	2026	0.30361	0.06									
2004	19	300	63	1728	0.30361	0.1									
2004	20	318	47	2464	0.30361	0.1									
2004	21	507	174	2345	0.30361	0.1									
2004	22	622	327	2360	0.33905	0.1									
2004	23	318	102	1975	0.33905	0.14									
2004	24	253	40	1526	0.33905	0.14									
2004	25	287	169	1890	0.33905	0.14									
2004	26	635	313	2713	0.2238	0.14									
2004	27	1313	657	2856	0.2238	0.41									
2004	28	679	232	3463	0.2238	0.41									
2004	29	217	69	3823	0.2238	0.41									
2004	30	88	73	3765	0.2238	0.41									
2004	31	207	97	2016	0.40437	0.41									
2004	32	183	39	1840	0.40437	0.66									
2004	33	292	74	1877	0.40437	0.66									
2004	34	214	39	1404	0.40437	0.66									
2004	35	177	79	1336	0.40437	0.66									
2004	36	253	173	1290	0.49578	0.67									
2004	37	923	164	1502	0.49578	0.67									
2004	38	374	60	2314	0.49578	0.67									
2004	39	298	40	3026	0.49578	0.67									
2004	40	267	2	5164	0.5077	0.73									
2004	41	120	41	2713	0.5077	0.73									
2004	42	218	916	5604	0.5077	0.73									
2004	43	293	146	7642	0.5077	0.73									
2004	44	287	114	6529	0.53585	0.73									
2004	45	455	185	8977	0.53585	0.62									
2004	46	694	136	8977	0.53585	0.62									
2004	47	445	54	6272	0.53585	0.62									
2004	48	137	93	3011	0.63015	0.62									
2004	49	91	0	2726	0.63015	0.71									
2004	50	0	0	2616	0.63015	0.71									
2004	51	0	0	1919	0.63015	0.71									
2004	52	38	0	1427	0.63015	0.71									
2005	1	0	4	880	0.18977	0.56									
2005	2	0	0	962	0.18977	0.56									
2005	3	0	0	1132	0.18977	0.56									
2005	4	0	0	849	0.18977	0.56									
2005	5	149	323	1239	0.18977	0.56									
2005	6	67	121	1452	0.3099	0.26									
2005	7	4	16	704	0.3099	0.26									
2005	8	29	0	509	0.3099	0.26									
2005	9	0	0	699	0.3099	0.26									
2005	10	34	12	556	0.32058	0.28									
2005	11	95	0	840	0.32058	0.28									
2005	12	57	0	668	0.32058	0.28									
2005	13	86	29	659	0.32058	0.28									
2005	14	125	11	1466	0.43724	0.28									
2005	15	2387	2202	5564	0.43724	0.28									
2005	16	1775	1593	4164	0.43724	0.28									
2005	17	224	200	3563	0.43724	0.28									
2005	18	229	207	3397	0	0.28									
2005	19	1852	892	6321	0	0.3									
2005	20	6951	2079	11434	0	0.3									
2005	21	2782	341	13488	0	0.3									
2005	22	651	327	13811	0.32845	0.3									
2005	23	2999	2280	8598	0.32845	0.22									
2005	24	2544	2378	9241	0.32845	0.22									
2005	25	1283	555	16902	0.32845	0.22									
2005	26	439	165	20435	0.32439	0.22									
2005	27	277	218	8450	0.32439	-0.01									
2005	28	198	181	3702	0.32439	-0.01									
2005	29	181	320	2781	0.32439	-0.01									
2005	30	311	107	3821	0.32439	-0.01									
2005	31	0	132	3776	0.40363	-0.01									
2005	32	125	79	1826	0.40363	-0.04									
2005	33	77	65	1585	0.40363	-0.04									
2005	34	113	109	3189	0.40363	-0.04									
2005	35	258	94	4109	0.40363	-0.04									
2005	36	508	119	5095	0.18993	-0.08									
2005	37	2912	620	7968	0.18993	-0.08									
2005	38	1841	442	6392	0.18993	-0.08									
2005	39	1057	290	6159	0.18993	-0.08									
2005	40	997	250	7415	0.1867	-0.15									
2005	41	1058	123	12330	0.1867	-0.15									
2005	42	949	96	11261	0.1867	-0.15									
2005	43	782	96	11979	0.1867	-0.15									
2005	44	596	0	7898	0.17685	-0.15									
2005	45	185	38	5503	0.17685	-0.44									
2005	46	118	48	3490	0.17685	-0.44									
2005	47	0	3	2412	0.17685	-0.44									
2005	48	94	0	2369	0.00108	-0.44									
2005	49	0	2	3572	0.00108	-0.75									
2005	50	24	0	1821	0.00108	-0.75									
2005	51	0	0	1050	0.00108	-0.75									
2005	52	18	0	1088	0.00108	-0.75									
2006	1	0	6	1045	0.24872	-0.98									
2006	2	73	161	975	0.24872	-0.98									
2006	3	318	654	822	0.24872	-0.98									
2006	4	168	158	988	0.24872	-0.98									
2006	5	22	44	1350	0.24872	-0.98									
2006	6	68	0	864	0.29243	-0.71									
2006	7	12	0	701	0.29243	-0.71									
2006	8	80	59	621	0.29243	-0.71									
2006	9	223	45	859	0.29243	-0.71									
2006	10	199	18	798	0.00008	-0.73									
2006	11	118	137	910	0.00008	-0.73									
2006	12	34	87	825	0.00008	-0.73									
2006	13	46	16	1496	0.00008	-0.73									
2006	14	19	0	1766	0.00008	-0.73									
2006	15	0	0	1310	0.00008	-0.3									
2006	16	42	0	1576	0.00008	-0.3									
2006	17	80	5	1368	0.00008	-0.3									
2006	18	50	0	1094	0.29119	-0.3									
2006	19	25	0	784	0.29119	-0.11									
2006	20	25	0	629	0.29119	-0.11									
2006	21	4	0	618	0.29119	-0.11									
2006	22	91	104	2025	0.46067	-0.11									
2006	23	599	145	3590	0.46067	0.09									
2006	24	758	208	1443	0.46067	0.09									
2006	25	588	543	1302	0.46067	0.09									
2006	26	836	2282	2083	0.49859	0.09									
2006	27	311	415	1961	0.49859	0.03									
2006	28	239	428	1110	0.49859	0.03									
2006	29	174	251	1475	0.49859	0.03									
2006	30	56	102	1426	0.49859	0.03									
2006	31	103	84	1991	0.53759	0.03									
2006	32	895	775	1605	0.53759	0.37									
2006	33	1250	683	1413	0.53759	0.37									
2006	34	347	140	3865	0.53759	0.37									
2006	35	96	193	1906	0.53759	0.37									
2006	36	250	371	1980	0.57766	0.63									
2006	37	159	114	2579	0.57766	0.63									
2006	38	73	31	3081	0.57766	0.63									
2006	39	129	51	3164	0.57766	0.63									
2006	40	74	190	2385	0.41903	0.76									
2006	41	139	45	4171	0.41903	0.76									
2006	42	45	0	3713	0.41903	0.76									
2006	43	88	5	3773	0.41903	0.76									
2006	44	141	596	2323	0.34393	0.76									
2006	45	144	331	4751	0.34393	0.98									
2006	46	0	473	3772	0.34393	0.98									
2006	47	394	133	5843	0.34393	0.98									
2006	48	56	57	5512	0.11028	0.98									
2006	49	41	0	2865	0.11028	1.1									
2006	50	80	0	1780	0.11028	1.1									
2006	51	266	168	2100	0.11028	1.1									
2006	52	347	102	7860	0.11028	1.1									
2007	1	318	43	4198	0.01523	0.59									
2007	2	84	59	2332	0.01523	0.59									
2007	3	155	30	2229	0.01523	0.59									
2007	4	137	32	2190	0.01523	0.59									
2007	5	0	16	2378	0.01523	0.59									
2007	6	151	19	2024	0	0.12									
2007	7	0	40	1593	0	0.12									
2007	8	80	162	2030	0	0.12									
2007	9	322	851	6687	0	0.12									
2007	10	840	1879	10781	0.08122	-0.15									
2007	11	1611	721	7479	0.08122	-0.15									
2007	12	1302	417	4973	0.08122	-0.15									
2007	13	2091	3946	5178	0.08122	-0.15									
2007	14	2071	1741	4162	0.24383	-0.15									
2007	15	1807	302	3641	0.24383	-0.16									
2007	16	446	489	6174	0.24383	-0.16									
2007	17	1216	1916	5105	0.24383	-0.16									
2007	18	3439	3295	5388	0.24309	-0.16									
2007	19	5139	4165	5027	0.24309	-0.39									
2007	20	1559	851	5760	0.24309	-0.39									
2007	21	202	176	11202	0.24309	-0.39									
2007	22	93	31	9638	0.33333	-0.39									
2007	23	129	80	3333	0.33333	-0.16									
2007	24	285	110	3153	0.33333	-0.16									
2007	25	1271	305	3506	0.33333	-0.16									
2007	26	1285	312	3408	0.28448	-0.16									
2007	27	539	62	2747	0.28448	-0.37									
2007	28	284	118	4405	0.28448	-0.37									
2007	29	245	82	5749	0.28448	-0.37									
2007	30	300	0	6383	0.28448	-0.37									
2007	31	146	80	5588	0.28738	-0.37									
2007	32	517	110	4681	0.28738	-0.57									
2007	33	914	150	4561	0.28738	-0.57									
2007	34	1279	120	5032	0.28738	-0.57									
2007	35	1810	266	3957	0.28738	-0.57									
2007	36	796	253	3173	0.44204	-1.04									
2007	37	286	265	2233	0.44204	-1.04									
2007	38	550	1053	3212	0.44204	-1.04									
2007	39	537	500	10126	0.44204	-1.04									
2007	40	1184	865	9606	0.70757	-1.4									
2007	41	2713	1998	7199	0.70757	-1.4									
2007	42	2310	922	10430	0.70757	-1.4									
2007	43	777	160	10193	0.70757	-1.4									
2007	44	481	135	8550	0.58006	-1.4									
2007	45	610	89	10960	0.58006	-1.58									
2007	46	178	35	7669	0.58006	-1.58									
2007	47	200	43	9964	0.58006	-1.58									
2007	48	81	54	4700	0.80618	-1.58									
2007	49	31	50	3112	0.80618	-1.61									
2007	50	43	0	2931	0.80618	-1.61									
2007	51	30	20	2397	0.80618	-1.61									
2007	52	311	90	1571	0.80618	-1.61									
2008	1	211	25	1944	1.09687	-1.79									
2008	2	67	8	1613	1.09687	-1.79									
2008	3	81	11	2202	1.09687	-1.79									
2008	4	0	4	1822	1.09687	-1.79									
2008	5	15	0	1148	1.09687	-1.79									
2008	6	132	67	961	0.55771	-1.7									
2008	7	71	0	910	0.55771	-1.7									
2008	8	71	21	1160	0.55771	-1.7									
2008	9	284	60	1452	0.55771	-1.7									
2008	10	225	125	1515	0.42946	-1.17									
2008	11	135	49	1191	0.42946	-1.17									
2008	12	41	34	801	0.42946	-1.17									
2008	13	8	28	716	0.42946	-1.17									
2008	14	46	0	665	0.21957	-1.17									
2008	15	22	18	690	0.21957	-0.89									
2008	16	20	23	3417	0.21957	-0.89									
2008	17	15	7	2423	0.21957	-0.89									
2008	18	43	27	2708	0.19026	-0.89									
2008	19	2	9	3278	0.19026	-0.64									
2008	20	45	0	2025	0.19026	-0.64									
2008	21	95	0	1533	0.19026	-0.64									
2008	22	442	0	2511	0.31057	-0.64									
2008	23	347	56	4241	0.31057	-0.44									
2008	24	141	13	5598	0.31057	-0.44									
2008	25	327	104	4190	0.31057	-0.44									
2008	26	416	32	3419	0.52856	-0.44									
2008	27	297	63	7124	0.52856	-0.04									
2008	28	223	35	4555	0.52856	-0.04									
2008	29	296	92	2936	0.52856	-0.04									
2008	30	1012	130	3169	0.52856	-0.04									
2008	31	738	59	4618	0.25145	-0.04									
2008	32	617	99	4693	0.25145	-0.04									
2008	33	999	111	4126	0.25145	-0.04									
2008	34	548	36	5585	0.25145	-0.04									
2008	35	1208	176	4220	0.25145	-0.04									
2008	36	972	131	2727	0.57957	-0.28									
2008	37	529	140	3145	0.57957	-0.28									
2008	38	414	0	4639	0.57957	-0.28									
2008	39	163	12	2976	0.57957	-0.28									
2008	40	106	29	2142	0.35304	-0.3									
2008	41	106	183	4821	0.35304	-0.3									
2008	42	131	0	9709	0.35304	-0.3									
2008	43	298	0	11363	0.35304	-0.3									
2008	44	219	0	15802	0.3816	-0.3									
2008	45	195	0	18776	0.3816	-0.37									
2008	46	71	0	10736	0.3816	-0.37									
2008	47	11	0	4862	0.3816	-0.37									
2008	48	136	32	2684	0.42855	-0.37									
2008	49	144	15	2372	0.42855	-0.9									
2008	50	66	12	2072	0.42855	-0.9									
2008	51	45	0	1822	0.42855	-0.9									
2008	52	13	0	1563	0.42855	-0.9									
2009	1	0	0	964	0.11169	-1									
2009	2	41	0	838	0.11169	-1									
2009	3	0	0	1342	0.11169	-1									
2009	4	27	27	1617	0.11169	-1									
2009	5	225	193	1320	0.11169	-1									
2009	6	79	18	1284	0.00356	-0.71									
2009	7	80	0	1012	0.00356	-0.71									
2009	8	132	138	1110	0.00356	-0.71									
2009	9	284	473	1733	0.00356	-0.71									
2009	10	283	734	2175	0.30874	-0.72									
2009	11	110	140	1489	0.30874	-0.72									
2009	12	86	96	998	0.30874	-0.72									
2009	13	60	50	869	0.30874	-0.72									
2009	14	19	54	914	0.14622	-0.72									
2009	15	16	0	707	0.14622	-0.25									
2009	16	0	17	584	0.14622	-0.25									
2009	17	21	16	600	0.14622	-0.25									
2009	18	3	0	481	0.20823	-0.25									
2009	19	49	31	473	0.20823	0.17									
2009	20	36	0	606	0.20823	0.17									
2009	21	43	19	1155	0.20823	0.17									
2009	22	47	31	913	0.26718	0.17									
2009	23	18	25	2602	0.26718	0.49									
2009	24	39	23	1172	0.26718	0.49									
2009	25	62	20	1014	0.26718	0.49									
2009	26	116	94	2310	0.0688	0.49									
2009	27	199	396	1977	0.0688	0.69									
2009	28	327	555	2157	0.0688	0.69									
2009	29	19	252	4146	0.0688	0.69									
2009	30	173	400	4998	0.0688	0.69									
2009	31	157	69	3367	0.01449	0.69									
2009	32	328	118	6367	0.01449	0.62									
2009	33	331	204	9482	0.01449	0.62									
2009	34	675	676	6442	0.01449	0.62									
2009	35	359	240	4446	0.01449	0.62									
2009	36	778	320	6185	0.00075	0.68									
2009	37	958	214	9366	0.00075	0.68									
2009	38	1099	292	14828	0.00075	0.68									
2009	39	821	68	9457	0.00075	0.68									
2009	40	642	422	10331	0	0.96									
2009	41	1405	1518	10235	0	0.96									
2009	42	1030	277	8070	0	0.96									
2009	43	261	112	6596	0	0.96									
2009	44	626	731	5165	0	0.96									
2009	45	1768	793	9463	0	1.49									
2009	46	3380	442	12401	0	1.49									
2009	47	5226	2495	24070	0	1.49									
2009	48	5161	1367	26636	0	1.49									
2009	49	3375	524	22995	0	1.81									
2009	50	1873	359	17260	0	1.81									
2009	51	1272	148	10468	0	1.81									
2009	52	2553	2129	6540	0	1.81									
2010	1	1323.3	182.4	5382.6	0.00162	1.43									
2010	2	714.6	378	11814.4	0	1.43									
2010	3	690.5	114.3	10727.9	0	1.43									
2010	4	344.6	68.6	11234.4	0	1.43									
2010	5	1644.4	2027.5	8350.7	0	1.43									
2010	6	3882	5011.7	8308.7	0.11485	1.18									
2010	7	2543.7	1606	5385.6	0	1.18									
2010	8	2789.9	1898.7	9948.9	0	1.18									
2010	9	2370.1	364.6	5541	0.05634	1.18									
2010	10	598.3	252.3	3050.6	0.11404	1.07									
2010	11	121.5	148.8	2137.9	0.06284	1.07									
2010	12	444.7	494	3209.7	0.08852	1.07									
2010	13	98.1	165.1	4045.3	0.1841	1.07									
2010	14	47.8	68.9	2814	0.19683	1.07									
2010	15	13.1	89.2	1484.6	0.08909	0.56									
2010	16	170.8	104.5	1735	0.05757	0.56									
2010	17	0	46	5745.6	0.12646	0.56									
2010	18	90.1	8.9	13115	0.12238	0.56									
2010	19	118.5	21.4	6421.7	0.09884	-0.15									
2010	20	43.4	9.7	5876.9	0.10499	-0.15									
2010	21	299.1	133.1	10889.3	0.16913	-0.15									
2010	22	656.8	325.6	8702.9	0.1676	-0.15									
2010	23	317.7	123.9	4398.6	0.2982	-0.62									
2010	24	263.8	586.8	3793.9	0.32062	-0.62									
2010	25	737.3	374.3	4055.9	0.31577	-0.62									
2010	26	451.3	656.2	4636.6	0.34511	-0.62									
2010	27	337.4	676.6	3727.3	0.53236	-0.89									
2010	28	264.1	574.2	3305.4	0.54541	-0.89									
2010	29	1887.9	1224.6	8420.4	0.5084	-0.89									
2010	30	2123.9	556.2	13214.6	0.44847	-0.89									
2010	31	2373.3	626.1	10904.4	0.39754	-0.89									
2010	32	1142.8	548	6982	0.56087	-1.33									
2010	33	835.6	685.9	4202.4	0.68093	-1.33									
2010	34	252	110.6	3032.1	0.62177	-1.33									
2010	35	661.7	971.6	2638.4	0.67037	-1.33									
2010	36	1385.6	1310	5227.6	0.56405	-1.56									
2010	37	1899	553.9	6169.1	0.66597	-1.56									
2010	38	1761.7	183.1	7378	0.62522	-1.56									
2010	39	468.9	104.5	8820.6	0.68741	-1.56									
2010	40	245.2	78.6	5624	0.89294	-1.65									
2010	41	38.7	86.9	3765.4	0.84003	-1.65									
2010	42	120.5	70.5	3510	0.6964	-1.65									
2010	43	55.5	15.6	3323	0.80396	-1.65									
2010	44	0	31.6	2396.4	0.8143	-1.65									
2010	45	106	100.8	1964.7	0.7835	-1.57									
2010	46	0	43.5	1668.7	0.64454	-1.57									
2010	47	90.1	64.4	1344.9	0.66942	-1.57									
2010	48	71.9	27.2	1244.1	0.55414	-1.57									
2010	49	61.8	58.8	1440.3	0.44577	-1.63									
2010	50	0	36.6	5384	0.4846	-1.63									
2010	51	164.8	48.4	9586.3	0.3891	-1.63									
2010	52	134.7	40.5	4567.1	0.32887	-1.63									
2011	1	0	27.9	2948	0.282	-1.7									
2011	2	182.2	73.6	2628	0.09062	-1.7									
2011	3	122.9	6.3	2206	0.13339	-1.7									
2011	4	0	63.5	1544	0.11083	-1.7									
2011	5	47.5	35.9	2558	0.06218	-1.7									
2011	6	125.8	89	4206	0.18894	-1.26									
2011	7	165.2	23.9	5593	0.16247	-1.26									
2011	8	23.9	49	5177	0.19838	-1.26									
2011	9	76.1	23.1	4917	0.4047	-1.26									
2011	10	88.6	23.8	3852	0	-0.98									
2011	11	0	0	1942	0.17318	-0.98									
2011	12	209.5	56.6	2205	0.05553	-0.98									
2011	13	0	24.5	2495	0	-0.98									
2011	14	46	18.5	7777	0	-0.98									
2011	15	66.1	15.4	4464	0	-0.74									
2011	16	128.7	104	3837	0	-0.74									
2011	17	143	83.4	7341	0.03609	-0.74									
2011	18	49.7	74.2	5910	0.07519	-0.74									
2011	19	43.8	60.6	3267	0.06808	-0.53									
2011	20	34.4	21.4	4184	0.07458	-0.53									
2011	21	1240.2	851	3878	0.08129	-0.53									
2011	22	776.6	463.9	2974	0.14199	-0.53									
2011	23	164.3	67.8	2686	0.1542	-0.25									
2011	24	123.6	204.3	2868	0.16405	-0.25									
2011	25	1488.5	1398.6	3037	0.14071	-0.25									
2011	26	869.2	875.6	10030	0.14413	-0.25									
2011	27	184.7	127.3	9500	0.13831	-0.23									
2011	28	189.1	159.4	5607	0.11574	-0.23									
2011	29	1427.5	2106.4	4896	0.10583	-0.23									
2011	30	242.4	474.1	12149	0.09873	-0.23									
2011	31	814.2	571.1	12723	0.06978	-0.23									
2011	32	778.1	261.8	8634	0.05117	-0.66									
2011	33	742.1	625.1	9293	0.05615	-0.66									
2011	34	852.9	577	6782	0.07339	-0.66									
2011	35	680.5	650.8	6091	0.00911	-0.66									
2011	36	190.6	188.7	9333	0.0079	-0.76									
2011	37	177.9	101.5	7898	0.06451	-0.76									
2011	38	365.7	181.4	6987	0.08613	-0.76									
2011	39	393.1	83.9	5095	0.08146	-0.76									
2011	40	716.1	218.5	4843	0.20345	-0.93									
2011	41	1354.2	543.2	5907	0.20603	-0.93									
2011	42	1092.5	256.7	7555	0.1822	-0.93									
2011	43	526	144	5758	0.11094	-0.93									
2011	44	326.5	65.1	5293	0.18484	-0.93									
2011	45	152.6	60.8	4148	0.21349	-1.09									
2011	46	120.8	65.1	3147	0.19362	-1.09									
2011	47	117.2	58.5	3119	0.21997	-1.09									
2011	48	111.8	43.2	2746	0.29999	-1.09									
2011	49	65.7	0.5	1906	0.24446	-1.05									
2011	50	0	37.5	1021	0.17136	-1.05									
2011	51	132.1	55.7	1054	0.21635	-1.05									
2011	52	44.1	43.7	3049	0.19328	-1.05									
2012	1	0	6	1186	0.25048	-0.93									
2012	2	97	12	606	0.15634	-0.93									
2012	3	0	7	648	0.04074	-0.93									
2012	4	144	44	709	0.04719	-0.93									
2012	5	12	41	783	0.06413	-0.93									
2012	6	325	419	1262	0.19205	-0.61									
2012	7	190	64	927	0.28711	-0.61									
2012	8	265	117	1217	0.32487	-0.61									
2012	9	443	302	2401	0.35634	-0.61									
2012	10	1154	292	2071	0.50271	-0.48									
2012	11	675	137	1441	0.69525	-0.48									
2012	12	99	62	1106	0.72726	-0.48									
2012	13	49	19	958	0.68606	-0.48									
2012	14	174	195	792	0.94027	-0.48									
2012	15	393	151	792	0.98051	-0.29									
2012	16	230	45	1031	1.02346	-0.29									
2012	17	33	41	1078	0.96437	-0.29									
2012	18	32	0	814	0.93527	-0.29									
2012	19	2	33	1044	0.88006	-0.18									
2012	20	88	19	717	0.84228	-0.18									
2012	21	241	214	634	0.93654	-0.18									
2012	22	155	67	545	0.8703	-0.18									
2012	23	0	17	547	0.71482	0.14									
2012	24	218	182	831	0.72286	0.14									
2012	25	1062	548	1701	0.49963	0.14									
2012	26	590	288	1836	0.37674	0.14									
2012	27	1035	933	1333	0.27429	0.44									
2012	28	1331	414	1982	0.46307	0.44									
2012	29	376	117	2141	0.51892	0.44									
2012	30	76	55	1295	0.50617	0.44									
2012	31	58	50	1804	0.43059	0.44									
2012	32	164	90	4562	0.51934	0.66									
2012	33	566	292	2534	0.56698	0.66									
2012	34	1970	3373	5221	0.62639	0.66									
2012	35	1560	1035	2192	0.66572	0.66									
2012	36	450	286	1392	0.84245	0.44									
2012	37	326	337	1182	0.87396	0.44									
2012	38	434	467	2126	0.91434	0.44									
2012	39	871	307	3406	0.89766	0.44									
2012	40	497	194	2899	0.85237	0.23									
2012	41	2697	2301	18395	1.1542	0.23									
2012	42	3790	757	11591	1.5335	0.23									
2012	43	1772	1777	7761	1.38064	0.23									
2012	44	351	787	8174	1.71629	0.23									
2012	45	117	154	9765	2.04491	0.33									
2012	46	151	59	4018	2.14968	0.33									
2012	47	39	53	2382	1.50589	0.33									
2012	48	0	49	1908	1.47104	0.33									
2012	49	249	361	1670	0.94157	-0.13									
2012	50	558	995	3120	1.25015	-0.13									
2012	51	716	904	6573	0.85525	-0.13									
2012	52	185	568	10283	1.60617	-0.13									
2013	1	488.2	279.4	8991.4	1.58873	-0.42									
2013	2	399.6	121.4	10212	2.58545	-0.42									
2013	3	47.8	60.4	10946.6	1.56674	-0.42									
2013	4	119.4	61	4414.9	2.22606	-0.42									
2013	5	126.3	89.6	2571.4	1.41891	-0.42									
2013	6	62.4	24.8	1784.4	0.80159	-0.4									
2013	7	116.1	75.2	1477.6	0.71848	-0.4									
2013	8	345.3	88	2327.7	0.99374	-0.4									
2013	9	800.5	148.6	5187.7	1.43289	-0.4									
2013	10	483.3	255.3	3507.3	1.69801	-0.14									
2013	11	98.5	84.3	5692.4	1.54855	-0.14									
2013	12	142.2	49.2	11018	1.54805	-0.14									
2013	13	146	116.3	8563.7	1.45056	-0.14									
2013	14	67.5	25.9	4820.9	1.35791	-0.14									
2013	15	253.4	258.9	7998.6	0.85777	-0.08									
2013	16	368.4	259.2	9590.1	0.68551	-0.08									
2013	17	200	60.4	6630.7	0.58117	-0.08									
2013	18	541.2	735.6	3528.3	1.2503	-0.08									
2013	19	1412.5	1036.7	5113.4	1.53866	-0.28									
2013	20	1215.8	346.8	3468.9	1.60722	-0.28									
2013	21	351.2	250.7	3833	1.60407	-0.28									
2013	22	313.1	127	3536.7	1.6069	-0.28									
2013	23	233.1	285.4	3058.3	1.46072	-0.33									
2013	24	222.2	97.4	3739.9	0.79886	-0.33									
2013	25	15.4	56.5	2195.4	0.85503	-0.33									
2013	26	144.4	67.2	3527.4	0.73123	-0.33									
2013	27	316.1	208.9	5744.3	0.23128	-0.28									
2013	28	963	884.1	6970.1	0.30183	-0.28									
2013	29	645	613.1	6197.9	0.43851	-0.28									
2013	30	291.1	200	4513.7	0.5611	-0.28									
2013	31	171.3	107.4	3090.1	0.67363	-0.28									
2013	32	479.9	454.2	2219.7	0.72391	-0.29									
2013	33	338.3	485.1	4912.7	0.40031	-0.29									
2013	34	237.8	113.5	6335.7	0.71094	-0.29									
2013	35	214.7	103.8	4563	0.61682	-0.29									
2013	36	194.5	53.9	9077.6	1.11707	-0.09									
2013	37	147.2	173.4	3948	1.16748	-0.09									
2013	38	4117.9	1716.5	4924.7	1.23428	-0.09									
2013	39	2841.2	551.9	4669.3	1.10213	-0.09									
2013	40	732	128.4	8686	0.77315	-0.24									
2013	41	378.8	183.9	4752.7	0.39681	-0.24									
2013	42	329.5	197.9	3239.7	1.03529	-0.24									
2013	43	322.2	59.3	2860	1.07128	-0.24									
2013	44	1346.8	238.5	8944.9	1.37735	-0.24									
2013	45	2214	488.8	7882.3	1.41459	-0.02									
2013	46	2032.5	349.4	11252.7	1.41194	-0.02									
2013	47	2085.9	85.6	10023.7	1.4943	-0.02									
2013	48	1468.5	250.8	8857.6	1.5899	-0.02									
2013	49	635.2	147	4840.6	1.35139	-0.09									
2013	50	170.4	58.3	5680.1	1.20765	-0.09									
2013	51	173.7	74.2	3988.1	1.35375	-0.09									
2013	52	56	68.5	2035.5	1.29509	-0.09									
2014	1	150.8	101	5070.7	1.09329	-0.42									
2014	2	198	188	4343.4	1.24289	-0.42									
2014	3	289.1	220	3011.6	1.7121	-0.42									
2014	4	845.5	699	3109.7	1.80381	-0.42									
2014	5	2752.3	3837	4996.4	2.12895	-0.42									
2014	6	2303.5	2233	2403.9	4.68707	-0.45									
2014	7	982.3	482	2361.4	7.43865	-0.45									
2014	8	1034.9	447	2473	7.81754	-0.45									
2014	9	1149.8	576	3380.1	7.41178	-0.45									
2014	10	627.5	154	2449.4	5.9511	-0.07									
2014	11	511.5	274	5269.3	4.79369	-0.07									
2014	12	559.2	112	8411.7	5.80833	-0.07									
2014	13	491.1	240	5989.6	5.8403	-0.07									
2014	14	1445.7	1135	5912.1	4.0585	-0.07									
2014	15	2089	1280	8440.4	5.64327	0.28									
2014	16	806.3	214	6072	5.07425	0.28									
2014	17	456.6	104	3566.9	4.31401	0.28									
2014	18	1174.5	91	10168.6	3.93921	0.28									
2014	19	704.2	96	7362.3	3.41218	0.45									
2014	20	296.9	410	3668.6	3.89201	0.45									
2014	21	381.4	230	7970.1	4.51886	0.45									
2014	22	531.1	455	8701.7	3.58072	0.45									
2014	23	385.2	283	8959.1	2.48466	0.48									
2014	24	540	386	8721	1.08127	0.48									
2014	25	206.2	388	6117.7	0	0.48									
2014	26	181.7	341	13885.4	0.58621	0.48									
2014	27	2442.2	2246	29028	0	0.13									
2014	28	1447.3	1194	16567.6	1.50859	0.13									
2014	29	1899	916	8413.3	2.87068	0.13									
2014	30	1851.7	280	9612.7	3.04366	0.13									
2014	31	1905.3	86	8278	2.49879	0.13									
2014	32	868.5	174	5283.7	3.52739	0.14									
2014	33	347.1	93	3717.9	2.86526	0.14									
2014	34	69.5	57	3101.4	3.00785	0.14									
2014	35	120.4	147	2654.4	2.98276	0.14									
2014	36	925.3	796	9041	3.06523	0.37									
2014	37	2487.3	4187	9291.4	2.95445	0.37									
2014	38	1239.4	1456	7448	3.23543	0.37									
2014	39	807.5	183	7298.7	3.10282	0.37									
