energia_hidro,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,demanda,demanda_residual
144387.69481317367,88086.69888007017,10519.022792061409,36456.39532520748,135062.11699733906,0.0,0.0,279449.81181051274,144387.69481317367
129980.85053830106,89008.3641081742,10162.96838403011,34108.82822734285,133280.1607195472,0.0,0.0,263261.01125784824,129980.85053830106
126036.43770600838,89463.04536756715,9972.615210240887,33820.55439699758,133256.2149748056,0.0,0.0,259292.65268081398,126036.43770600838
110663.43636663369,94891.81835942432,9563.104142878781,33635.805140418444,138090.72764272155,0.0,0.0,248754.16400935524,110663.43636663369
131653.2000489491,94289.04168629115,9295.735461339134,35191.04599428708,138775.82314191735,0.0,0.0,270429.02319086646,131653.2000489491
123078.25872282844,92626.97625037367,8700.199318007642,35498.240488386815,136825.41605676812,0.0,0.0,259903.67477959656,123078.25872282844
121678.57085164193,94836.57389358795,7972.95051741626,35494.42107808353,138303.94548908772,0.0,0.0,259982.51634072966,121678.57085164193
130911.60811469218,93489.92244418705,7886.580423981958,30304.0610313741,131680.5638995431,0.0,0.0,262592.1720142353,130911.60811469218
128815.56775738478,99055.78688356072,7202.4720605141165,23179.4313984164,129437.69034249125,0.0,0.0,258253.258099876,128815.56775738478
140336.14558054158,100802.10191017616,6848.619997839734,24103.36180696789,131754.08371498378,86.44850045830826,0.0,272176.6777959837,140422.5940809999
128980.91308778769,101712.86540940804,6592.239287264835,35807.85017270486,144112.95486937772,0.0,0.0,273093.8679571654,128980.91308778769
140825.9050446779,98902.87783107659,6313.888817388342,37372.87064236574,142589.63729083067,0.0,0.0,283415.54233550857,140825.9050446779
157142.37355186787,94681.16623634899,6226.619440106171,37637.072097554694,138544.85777400984,0.0,0.0,295687.2313258777,157142.37355186787
154214.5105572459,98082.60288412376,6146.379053501961,37262.135195270515,141491.11713289624,0.0,0.0,295705.62769014214,154214.5105572459
149047.22412756394,97729.08333357955,6210.47218626575,37412.81097847418,141352.3664983195,0.0,0.0,290399.59062588343,149047.22412756394
144377.25816786126,103119.13665103159,6069.428513861314,38417.16864588663,147605.73381077952,0.0,0.0,291982.9919786408,144377.25816786126
154742.69919433055,105982.73087603849,5646.612610231015,38066.60193105314,149695.94541732263,0.0,0.0,304438.6446116532,154742.69919433055
190774.37364263425,108538.97196199423,6193.824760524929,38806.90781559161,153539.70453811076,0.0,0.0,344314.078180745,190774.37364263425
174619.47410220111,108987.32106684642,6290.190766913083,38443.79195921555,153721.30379297506,0.0,0.0,328340.7778951762,174619.47410220111
163317.29554267638,105242.78086242783,6685.458508578523,39103.49393240264,151031.73330340898,0.0,0.0,314349.02884608536,163317.29554267638
170720.24330696135,106962.96958925872,6647.31737238033,38585.94822061793,152196.235182257,0.0,0.0,322916.47848921834,170720.24330696135
169795.35612296397,109441.80592289293,7023.564686972331,38278.57388971208,154743.94449957734,0.0,0.0,324539.3006225413,169795.35612296395
165931.69398958268,113120.30797449667,6989.011034042092,38268.33307111529,158377.65207965404,0.0,0.0,324309.3460692367,165931.69398958265
167694.7267430188,114861.06485674516,7118.774618768,38169.509841505685,160149.34931701884,0.0,0.0,327844.07606003765,167694.7267430188
183941.26882935956,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,0.0,0.0,338144.7260220777,183941.26882935956
133708.65243798774,107203.76023211186,8001.380225167575,37474.076294960505,152679.21675223997,0.0,0.0,286387.8691902277,133708.65243798774
164696.69773737062,112030.51419189484,8130.02420678211,36893.56343253513,157054.10183121206,511.2939632300986,0.0,322262.0935318128,165207.99170060072
151556.28085742836,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,0.0,0.0,306810.46157574235,151556.28085742836
112896.21990602408,113773.15843514315,8886.893265367251,35378.65160160347,158038.7033021139,0.0,0.0,270934.923208138,112896.21990602408
105764.33987917891,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,0.0,0.0,263070.47748510976,105764.33987917891
117723.33926852356,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,0.0,0.0,280285.53235852404,117723.33926852356
113476.01676236326,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,0.0,0.0,266130.84408309334,113476.01676236326
131176.8361638252,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,0.0,0.0,285577.11513657524,131176.8361638252
107800.57841652943,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,0.0,0.0,262082.3299189076,107800.57841652943
93049.7092420918,116250.07695795101,10576.488115249767,35246.9738075989,162073.53888079966,0.0,0.0,255123.2481228915,93049.7092420918
103108.53791245962,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,0.0,0.0,256329.5240082279,103108.53791245962
114604.62889145306,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,0.0,0.0,268426.447538085,114604.62889145303
141056.40066123466,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,0.0,0.0,293408.71020913124,141056.40066123466
117282.93901781124,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,0.0,0.0,266283.27110128413,117282.93901781124
118153.47624552381,98076.95771169946,11982.5196224322,38137.33284859195,148196.8101827236,1.4551915228366852e-11,0.0,266350.2864282474,118153.47624552381
152733.31339471793,97987.09121736782,11979.563201491146,38966.081898228746,148932.73631708772,0.0,0.0,301666.04971180565,152733.31339471793
133404.43242382712,99944.31313367106,11615.445795526226,38779.85748720626,150339.61641640356,0.0,0.0,283744.0488402307,133404.43242382712
