volumen,hidrologia,tiempo,turbinado,vertimiento,energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto,costo_termico,ingreso_exportacion,demanda,demanda_residual,aportes,volumen_siguiente,hidrologia_siguiente,tiempo_siguiente,action,reward
3389.2992,1,35,3389.2992,0.0,128617.76170212765,109305.83774373586,7929.533467364118,32767.710565039084,150003.08177613906,0.0,0.0,0.0,34739.668147594275,243881.17533067244,93878.09355453338,2235.70368,2235.70368,1,36,1.0,34739.668147594275
2235.70368,1,36,2235.70368,0.0,84840.9025531915,114300.0067239174,8524.156211579264,32083.372775819946,154907.5357113166,0.0,0.0,0.0,25257.06325296464,214491.37501154345,59583.83930022686,1930.6425600000005,1930.6425600000005,0,37,1.0,25257.06325296464
1930.6425600000005,0,37,1930.6425600000005,0.0,73264.38595744682,116709.79191836771,8237.11335634511,32138.754736952975,157085.6600116658,0.0,0.0,0.0,22301.347498115327,208048.6984709973,50963.038459331496,1580.1609600000002,1580.1609600000002,0,38,1.0,22301.347498115327
1580.1609600000002,0,38,1580.1609600000002,0.0,59964.24446808511,116894.20438616359,8752.13665806451,31710.193294999768,157356.53433922786,4830.760993290234,0.0,483076.0993290234,0.0,222151.5398006032,64795.005461375345,2022.4512,2022.4512,0,39,1.0,-483076.0993290234
2022.4512,0,39,2022.4512,0.0,76748.35744680851,110322.89665027641,9054.746042873534,31879.889942467347,151257.5326356173,0.0,0.0,0.0,17450.091584205133,210555.79849822068,59298.26586260338,1714.3660800000002,1714.3660800000002,0,40,1.0,17450.091584205133
1714.3660800000002,0,40,1714.3660800000002,0.0,65057.085531914905,108176.90193784745,9864.239537116413,31227.34317938806,149268.48465435192,12160.91672023158,0.0,1216091.672023158,0.0,226486.4869064984,77218.00225214649,1894.17312,1894.17312,0,41,1.0,-1216091.672023158
1894.17312,0,41,1894.17312,0.0,71880.43680851064,104422.57659378197,10529.749504988575,31504.85887353122,146457.18497230177,0.0,0.0,0.0,11098.429200958155,207239.19257985425,60782.007607552485,2278.34208,2278.34208,1,42,1.0,11098.429200958155
2278.34208,1,42,2278.34208,0.0,86458.95255319148,107996.14741250093,10636.545500075908,30752.21296938665,149384.9058819635,0.0,0.0,0.0,34305.65415249893,201538.20428265605,52153.298400692554,2580.86304,2580.86304,0,43,1.0,34305.65415249893
2580.86304,0,43,2580.86304,0.0,97939.07468085107,108368.16162633839,10773.160558117666,31590.321507513345,150731.6436919694,0.0,0.0,0.0,46144.31407943473,202526.40429338574,51794.76060141635,1351.6675200000002,1351.6675200000002,0,44,1.0,46144.31407943473
1351.6675200000002,0,44,1351.6675200000002,0.0,51293.332553191496,102923.50995295042,10848.06160390814,32262.107988332133,146033.67954519068,15109.380537905781,0.0,1510938.0537905782,0.0,212436.39263628796,66402.71309109728,1103.82048,1103.82048,0,45,1.0,-1510938.0537905782
1103.82048,0,45,1103.82048,0.0,41887.98659574468,104473.43194198546,10923.442250445485,32514.58053801845,147911.4547304494,43102.81035585264,0.0,4310281.035585264,0.0,232902.2516820467,84990.79695159732,929.88,929.88,1,46,1.0,-4310281.035585264
929.88,1,46,929.88,0.0,35287.26063829787,104133.89710660212,11090.618849065764,32307.28314069009,147531.79909635798,27861.609353156193,0.0,2786160.935315619,0.0,210680.66908781204,63148.86999145406,1417.5907200000001,1417.5907200000001,1,47,1.0,-2786160.935315619
1417.5907200000001,1,47,1417.5907200000001,0.0,53794.9985106383,101779.74723093814,11212.704877708185,34387.941797698426,147380.39390634475,9560.176671424131,0.0,956017.6671424131,0.0,210735.56908840718,63355.175182062434,926.31168,926.31168,1,48,1.0,-956017.6671424131
926.31168,1,48,926.31168,0.0,35151.84936170213,99174.28621582552,11568.319282368753,35193.49844685015,145936.10394504442,58578.83962522342,0.0,5857883.962522343,0.0,239666.79293196998,93730.68898692555,1028.52288,1028.52288,1,49,0.66855884,-5857883.962522343
1028.52288,1,49,1028.52288,0.0,39030.57914893617,99338.40944907123,11291.319964265569,34924.236809625756,145553.96622296254,40400.26504770544,0.0,4040026.5047705444,0.0,224984.81041960415,79430.84419664161,778.49856,778.49856,1,50,0.9097785,-4040026.5047705444
778.49856,1,50,778.49856,0.0,29542.60936170213,97313.17091924294,11329.20102259438,35295.99925486828,143938.37119670562,53970.024005623054,0.0,5397002.400562305,0.0,227451.0045640308,83512.63336732518,947.1772799999999,947.1772799999999,2,51,1.0,-5397002.400562305
947.1772799999999,2,51,947.1772799999999,0.0,35943.661063829786,94055.30850885545,11043.135413804714,35184.48269391482,140282.926616575,58415.24049111927,0.0,5841524.049111927,0.0,234641.82817152404,94358.90155494906,1226.1715199999999,1226.1715199999999,1,52,1.0,-5841524.049111927
1226.1715199999999,1,52,1226.1715199999999,0.0,46530.986808510635,92467.96306251167,11350.593319777001,36432.24441620002,140250.8007984887,45325.966699811404,0.0,4532596.669981141,0.0,232107.75430681073,91856.95350832204,628.14528,628.14528,0,53,1.0,-4532596.669981141
628.14528,0,53,628.14528,0.0,23836.974893617018,92077.1464552851,11269.442481945203,36251.92264326596,139598.51158049627,64290.56475064998,0.0,6429056.4750649985,0.0,227726.05122476327,88127.539644267,439.14528,439.14528,0,54,1.0,-6429056.4750649985
439.14528,0,54,439.14528,0.0,16664.76744680851,90611.44799048477,11377.655082999983,36257.837276160855,138246.94034964562,84000.0,10077.474457235512,11423242.337170653,0.0,248989.18225368965,110742.24190404403,377.03232,377.03232,0,55,1.0,-11423242.337170653
377.03232,0,55,377.03232,0.0,14307.693191489363,88359.82409203946,11416.239695997296,35889.021960530175,135665.08574856693,84000.0,47284.50225072575,22585350.675217725,0.0,281257.281190782,145592.1954422151,330.28128,330.28128,0,56,1.0,-22585350.675217725
330.28128,0,56,330.28128,0.0,12533.575957446808,86433.12223115128,11103.806498983273,36190.64757729516,133727.57630742973,84000.0,20031.105790874615,14409331.737262385,0.0,250292.25805575115,116564.68174832143,203.93856000000002,203.93856000000002,0,57,1.0,-14409331.737262385
