energia_turbinada,energia_eolica,energia_solar,energia_biomasa,energia_renovable,energia_termico_bajo,energia_termico_alto
13619.161276595743,92626.97625037367,8700.199318007642,35498.240488386815,136825.41605676812,66141.81831629995,0.0
16754.276595744683,94836.57389358795,7972.95051741626,35494.42107808353,138303.94548908772,61593.874865775666,0.0
78185.09404255319,93489.92244418705,7886.580423981958,30304.0610313741,131680.5638995431,8961.152069766453,0.0
173780.865106383,99055.78688356072,7202.4720605141165,23179.4313984164,129437.69034249125,0.0,0.0
130205.97531914893,100802.10191017616,6848.619997839734,24103.361806967885,131754.08371498378,0.0,0.0
183477.68957446807,101712.86540940804,6592.239287264835,35807.85017270486,144112.95486937772,0.0,0.0
186672.47765957448,98902.87783107659,6313.8888173883415,37372.87064236574,142589.63729083067,0.0,0.0
258888.0,94681.16623634899,6226.619440106171,37637.072097554694,138544.85777400984,0.0,0.0
217734.4474468085,98082.60288412376,6146.379053501961,37262.135195270515,141491.11713289624,0.0,0.0
219104.62595744678,97729.08333357955,6210.47218626575,37412.81097847418,141352.3664983195,0.0,0.0
132475.8355319149,103119.13665103159,6069.428513861313,38417.16864588663,147605.73381077952,0.0,0.0
134715.85936170214,105982.73087603849,5646.612610231015,38066.60193105314,149695.94541732263,0.0,0.0
118395.35787234042,108538.97196199423,6193.824760524929,38806.90781559161,153539.70453811076,14993.336073503015,0.0
219400.69468085107,108987.32106684642,6290.190766913083,38443.79195921555,153721.30379297506,0.0,0.0
129076.78297872342,105242.78086242783,6685.458508578522,39103.49393240264,151031.73330340898,0.0,0.0
81439.55489361702,106962.96958925872,6647.317372380329,38585.94822061793,152196.235182257,35461.27533180796,0.0
93240.99191489362,109441.80592289293,7023.564686972331,38278.57388971208,154743.94449957734,22464.480770980124,0.0
82463.17234042552,113120.30797449667,6989.011034042092,38268.33307111529,158377.65207965404,29416.96397095101,0.0
146228.1129787234,114861.06485674516,7118.774618768,38169.509841505685,160149.34931701884,0.0,0.0
129099.73404255319,108814.0523399188,7705.7102233774585,37683.6946294219,154203.45719271817,0.0,0.0
110064.12170212767,107203.76023211188,8001.380225167574,37474.076294960505,152679.21675223997,0.0,0.0
213892.4393617021,112030.51419189482,8130.02420678211,36893.56343253513,157054.10183121206,0.0,0.0
107209.00936170213,110973.89708092282,8777.884254768369,35502.399382622796,155254.180718314,0.0,0.0
97968.91106382982,113773.15843514317,8886.893265367251,35378.65160160347,158038.7033021139,0.0,0.0
222916.79765957443,112577.72360963479,9004.506799795894,35723.90719650016,157306.13760593085,0.0,0.0
110211.00851063829,118186.25924482192,9254.235725440987,35121.69811973758,162562.19309000048,0.0,0.0
133051.90723404256,108336.85170387033,9678.460335603726,34639.51528125604,152654.82732073008,0.0,0.0
258888.0,108663.71511870055,10409.765215760042,35326.79863828945,154400.27897275003,0.0,0.0
243802.26574468092,108878.7002933889,10653.755954974824,34749.295254014454,154281.75150237817,0.0,0.0
185467.54680851064,116250.076957951,10576.488115249767,35246.9738075989,162073.53888079966,0.0,0.0
174726.44893617023,106513.71437981547,11154.249494448277,35553.02222150454,153220.98609576828,0.0,0.0
188368.56127659572,106515.75880933751,11039.051060056594,36267.008777237854,153821.81864663196,0.0,0.0
153583.92893617018,103487.80980180854,11612.816086167502,37251.683659920534,152352.30954789658,0.0,0.0
131259.42914893615,100144.0197643246,11872.972732120117,36983.33958702817,149000.3320834729,0.0,0.0
58715.706595744676,98076.95771169945,11982.5196224322,38137.33284859195,148196.8101827236,15046.055245071242,0.0
100555.49595744681,97987.09121736781,11979.563201491146,38966.081898228746,148932.73631708772,1900.1424853035132,0.0
51525.13829787234,99944.31313367106,11615.445795526224,38779.85748720626,150339.61641640356,34588.61931924966,0.0
